"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","POP","TOT","MLN_PER","A","1978",36.96918,
"KOR","POP","TOT","MLN_PER","A","1979",37.53423,
"KOR","POP","TOT","MLN_PER","A","1980",38.12377,
"KOR","POP","TOT","MLN_PER","A","1981",38.72325,
"KOR","POP","TOT","MLN_PER","A","1982",39.32635,
"KOR","POP","TOT","MLN_PER","A","1983",39.9104,
"KOR","POP","TOT","MLN_PER","A","1984",40.40596,
"KOR","POP","TOT","MLN_PER","A","1985",40.80574,
"KOR","POP","TOT","MLN_PER","A","1986",41.21368,
"KOR","POP","TOT","MLN_PER","A","1987",41.62169,
"KOR","POP","TOT","MLN_PER","A","1988",42.03125,
"KOR","POP","TOT","MLN_PER","A","1989",42.44904,
"KOR","POP","TOT","MLN_PER","A","1990",42.86928,
"KOR","POP","TOT","MLN_PER","A","1991",43.2957,
"KOR","POP","TOT","MLN_PER","A","1992",43.74796,
"KOR","POP","TOT","MLN_PER","A","1993",44.19463,
"KOR","POP","TOT","MLN_PER","A","1994",44.64154,
"KOR","POP","TOT","MLN_PER","A","1995",45.09299,
"KOR","POP","TOT","MLN_PER","A","1996",45.52468,
"KOR","POP","TOT","MLN_PER","A","1997",45.95358,
"KOR","POP","TOT","MLN_PER","A","1998",46.2865,
"KOR","POP","TOT","MLN_PER","A","1999",46.61668,
"KOR","POP","TOT","MLN_PER","A","2000",47.00811,
"KOR","POP","TOT","MLN_PER","A","2001",47.35736,
"KOR","POP","TOT","MLN_PER","A","2002",47.62218,
"KOR","POP","TOT","MLN_PER","A","2003",47.85931,
"KOR","POP","TOT","MLN_PER","A","2004",48.03941,
"KOR","POP","TOT","MLN_PER","A","2005",48.13808,
"KOR","POP","TOT","MLN_PER","A","2006",48.37195,
"KOR","POP","TOT","MLN_PER","A","2007",48.59765,
"KOR","POP","TOT","MLN_PER","A","2008",48.9487,
"KOR","POP","TOT","MLN_PER","A","2009",49.18204,
"KOR","POP","TOT","MLN_PER","A","2010",49.41037,"B"
"KOR","POP","TOT","MLN_PER","A","2011",49.77944,
"KOR","POP","TOT","MLN_PER","A","2012",50.00444,
"KOR","POP","TOT","MLN_PER","A","2013",50.22,
"KOR","POP","TOT","MLN_PER","A","2014",50.424,
"LUX","POP","TOT","MLN_PER","A","1955",0.305,
"LUX","POP","TOT","MLN_PER","A","1956",0.306597,
"LUX","POP","TOT","MLN_PER","A","1957",0.30807,
"LUX","POP","TOT","MLN_PER","A","1958",0.30961,
"LUX","POP","TOT","MLN_PER","A","1959",0.311508,
"LUX","POP","TOT","MLN_PER","A","1960",0.313969,
"LUX","POP","TOT","MLN_PER","A","1961",0.316844,
"LUX","POP","TOT","MLN_PER","A","1962",0.32075,
"LUX","POP","TOT","MLN_PER","A","1963",0.3241,
"LUX","POP","TOT","MLN_PER","A","1964",0.32775,
"LUX","POP","TOT","MLN_PER","A","1965",0.3315,
"LUX","POP","TOT","MLN_PER","A","1966",0.333895,
"LUX","POP","TOT","MLN_PER","A","1967",0.334995,
"LUX","POP","TOT","MLN_PER","A","1968",0.33585,
"LUX","POP","TOT","MLN_PER","A","1969",0.3375,
"LUX","POP","TOT","MLN_PER","A","1970",0.33917,
"LUX","POP","TOT","MLN_PER","A","1971",0.34242,
"LUX","POP","TOT","MLN_PER","A","1972",0.3466,
"LUX","POP","TOT","MLN_PER","A","1973",0.35045,
"LUX","POP","TOT","MLN_PER","A","1974",0.35505,
"LUX","POP","TOT","MLN_PER","A","1975",0.35895,
"LUX","POP","TOT","MLN_PER","A","1976",0.360731,
"LUX","POP","TOT","MLN_PER","A","1977",0.361357,
"LUX","POP","TOT","MLN_PER","A","1978",0.362007,
"LUX","POP","TOT","MLN_PER","A","1979",0.362855,
"LUX","POP","TOT","MLN_PER","A","1980",0.36415,
"LUX","POP","TOT","MLN_PER","A","1981",0.365225,
"LUX","POP","TOT","MLN_PER","A","1982",0.365525,
"LUX","POP","TOT","MLN_PER","A","1983",0.365622,
"LUX","POP","TOT","MLN_PER","A","1984",0.365998,
"LUX","POP","TOT","MLN_PER","A","1985",0.366706,
"LUX","POP","TOT","MLN_PER","A","1986",0.368355,
"LUX","POP","TOT","MLN_PER","A","1987",0.37075,
"LUX","POP","TOT","MLN_PER","A","1988",0.37345,
"LUX","POP","TOT","MLN_PER","A","1989",0.3771,
"LUX","POP","TOT","MLN_PER","A","1990",0.38185,
"LUX","POP","TOT","MLN_PER","A","1991",0.387,
"LUX","POP","TOT","MLN_PER","A","1992",0.392175,
"LUX","POP","TOT","MLN_PER","A","1993",0.397475,
"LUX","POP","TOT","MLN_PER","A","1994",0.402925,
"LUX","POP","TOT","MLN_PER","A","1995",0.408625,
"LUX","POP","TOT","MLN_PER","A","1996",0.414225,
"LUX","POP","TOT","MLN_PER","A","1997",0.41945,
"LUX","POP","TOT","MLN_PER","A","1998",0.4247,
"LUX","POP","TOT","MLN_PER","A","1999",0.430475,
"LUX","POP","TOT","MLN_PER","A","2000",0.4363,
"LUX","POP","TOT","MLN_PER","A","2001",0.4415,
"LUX","POP","TOT","MLN_PER","A","2002",0.4462,
"LUX","POP","TOT","MLN_PER","A","2003",0.45,
"LUX","POP","TOT","MLN_PER","A","2004",0.455,
"LUX","POP","TOT","MLN_PER","A","2005",0.4612,
"LUX","POP","TOT","MLN_PER","A","2006",0.4691,
"LUX","POP","TOT","MLN_PER","A","2007",0.4762,
"LUX","POP","TOT","MLN_PER","A","2008",0.4838,
"LUX","POP","TOT","MLN_PER","A","2009",0.4935,
"LUX","POP","TOT","MLN_PER","A","2010",0.5021,
"LUX","POP","TOT","MLN_PER","A","2011",0.5118,
"LUX","POP","TOT","MLN_PER","A","2012",0.5249,
"LUX","POP","TOT","MLN_PER","A","2013",0.537,
"LUX","POP","TOT","MLN_PER","A","2014",0.5497,
"MEX","POP","TOT","MLN_PER","A","1970",50.78524,
"MEX","POP","TOT","MLN_PER","A","1971",52.34549,
"MEX","POP","TOT","MLN_PER","A","1972",53.94499,
"MEX","POP","TOT","MLN_PER","A","1973",55.57468,
"MEX","POP","TOT","MLN_PER","A","1974",57.2322,
"MEX","POP","TOT","MLN_PER","A","1975",58.9102,
"MEX","POP","TOT","MLN_PER","A","1976",60.60077,
"MEX","POP","TOT","MLN_PER","A","1977",62.29748,
"MEX","POP","TOT","MLN_PER","A","1978",63.99456,
"MEX","POP","TOT","MLN_PER","A","1979",65.68927,
"MEX","POP","TOT","MLN_PER","A","1980",67.38423,
"MEX","POP","TOT","MLN_PER","A","1981",69.08197,
"MEX","POP","TOT","MLN_PER","A","1982",70.78277,
"MEX","POP","TOT","MLN_PER","A","1983",72.47754,
"MEX","POP","TOT","MLN_PER","A","1984",74.15733,
"MEX","POP","TOT","MLN_PER","A","1985",75.82015,
"MEX","POP","TOT","MLN_PER","A","1986",77.46854,
"MEX","POP","TOT","MLN_PER","A","1987",79.10466,
"MEX","POP","TOT","MLN_PER","A","1988",80.73296,
"MEX","POP","TOT","MLN_PER","A","1989",82.35509,
"MEX","POP","TOT","MLN_PER","A","1990",83.97102,
"MEX","POP","TOT","MLN_PER","A","1991",85.58334,
"MEX","POP","TOT","MLN_PER","A","1992",87.18483,
"MEX","POP","TOT","MLN_PER","A","1993",88.75202,
"MEX","POP","TOT","MLN_PER","A","1994",90.26577,
"MEX","POP","TOT","MLN_PER","A","1995",91.72453,
"MEX","POP","TOT","MLN_PER","A","1996",93.13009,
"MEX","POP","TOT","MLN_PER","A","1997",94.47805,
"MEX","POP","TOT","MLN_PER","A","1998",95.79013,
"MEX","POP","TOT","MLN_PER","A","1999",97.11483,
"MEX","POP","TOT","MLN_PER","A","2000",98.43855,
"MEX","POP","TOT","MLN_PER","A","2001",99.71552,
"MEX","POP","TOT","MLN_PER","A","2002",100.9094,
"MEX","POP","TOT","MLN_PER","A","2003",101.9996,
"MEX","POP","TOT","MLN_PER","A","2004",103.0019,
"MEX","POP","TOT","MLN_PER","A","2005",107.151,
"MEX","POP","TOT","MLN_PER","A","2006",108.4088,
"MEX","POP","TOT","MLN_PER","A","2007",109.7874,
"MEX","POP","TOT","MLN_PER","A","2008",111.299,
"MEX","POP","TOT","MLN_PER","A","2009",112.8526,
"MEX","POP","TOT","MLN_PER","A","2010",114.2556,
"MEX","POP","TOT","MLN_PER","A","2011",115.6829,
"MEX","POP","TOT","MLN_PER","A","2012",117.0538,
"MEX","POP","TOT","MLN_PER","A","2013",118.3951,
"MEX","POP","TOT","MLN_PER","A","2014",119.713,
"NLD","POP","TOT","MLN_PER","A","1950",10.11353,
"NLD","POP","TOT","MLN_PER","A","1951",10.26431,
"NLD","POP","TOT","MLN_PER","A","1952",10.38198,
"NLD","POP","TOT","MLN_PER","A","1953",10.49318,
"NLD","POP","TOT","MLN_PER","A","1954",10.61538,
"NLD","POP","TOT","MLN_PER","A","1955",10.75084,
"NLD","POP","TOT","MLN_PER","A","1956",10.88936,
"NLD","POP","TOT","MLN_PER","A","1957",11.02638,
"NLD","POP","TOT","MLN_PER","A","1958",11.18688,
"NLD","POP","TOT","MLN_PER","A","1959",11.34763,
"NLD","POP","TOT","MLN_PER","A","1960",11.48663,
"NLD","POP","TOT","MLN_PER","A","1961",11.63871,
"NLD","POP","TOT","MLN_PER","A","1962",11.80569,
"NLD","POP","TOT","MLN_PER","A","1963",11.96597,
"NLD","POP","TOT","MLN_PER","A","1964",12.12712,
"NLD","POP","TOT","MLN_PER","A","1965",12.29473,
"NLD","POP","TOT","MLN_PER","A","1966",12.45625,
"NLD","POP","TOT","MLN_PER","A","1967",12.5982,
"NLD","POP","TOT","MLN_PER","A","1968",12.72972,
"NLD","POP","TOT","MLN_PER","A","1969",12.87798,
"NLD","POP","TOT","MLN_PER","A","1970",13.03853,
"NLD","POP","TOT","MLN_PER","A","1971",13.1945,
"NLD","POP","TOT","MLN_PER","A","1972",13.32859,
"NLD","POP","TOT","MLN_PER","A","1973",13.43932,
"NLD","POP","TOT","MLN_PER","A","1974",13.54506,
"NLD","POP","TOT","MLN_PER","A","1975",13.66633,
"NLD","POP","TOT","MLN_PER","A","1976",13.77404,
"NLD","POP","TOT","MLN_PER","A","1977",13.85618,
"NLD","POP","TOT","MLN_PER","A","1978",13.9417,
"NLD","POP","TOT","MLN_PER","A","1979",14.03827,
"NLD","POP","TOT","MLN_PER","A","1980",14.1498,
"NLD","POP","TOT","MLN_PER","A","1981",14.24721,
"NLD","POP","TOT","MLN_PER","A","1982",14.31269,
"NLD","POP","TOT","MLN_PER","A","1983",14.36707,
"NLD","POP","TOT","MLN_PER","A","1984",14.42421,
"NLD","POP","TOT","MLN_PER","A","1985",14.49163,
"NLD","POP","TOT","MLN_PER","A","1986",14.57228,
"NLD","POP","TOT","MLN_PER","A","1987",14.66504,
"NLD","POP","TOT","MLN_PER","A","1988",14.76009,
"NLD","POP","TOT","MLN_PER","A","1989",14.84891,
"NLD","POP","TOT","MLN_PER","A","1990",14.95151,
"NLD","POP","TOT","MLN_PER","A","1991",15.0698,
"NLD","POP","TOT","MLN_PER","A","1992",15.18417,
"NLD","POP","TOT","MLN_PER","A","1993",15.29037,
"NLD","POP","TOT","MLN_PER","A","1994",15.38284,
"NLD","POP","TOT","MLN_PER","A","1995",15.45901,
"NLD","POP","TOT","MLN_PER","A","1996",15.5305,
"NLD","POP","TOT","MLN_PER","A","1997",15.61065,
"NLD","POP","TOT","MLN_PER","A","1998",15.70721,
"NLD","POP","TOT","MLN_PER","A","1999",15.81209,
"NLD","POP","TOT","MLN_PER","A","2000",15.92551,
"NLD","POP","TOT","MLN_PER","A","2001",16.04618,
"NLD","POP","TOT","MLN_PER","A","2002",16.14893,
"NLD","POP","TOT","MLN_PER","A","2003",16.2253,
"NLD","POP","TOT","MLN_PER","A","2004",16.28178,
"NLD","POP","TOT","MLN_PER","A","2005",16.31987,
"NLD","POP","TOT","MLN_PER","A","2006",16.3461,
"NLD","POP","TOT","MLN_PER","A","2007",16.3817,
"NLD","POP","TOT","MLN_PER","A","2008",16.44559,
"NLD","POP","TOT","MLN_PER","A","2009",16.53039,
"NLD","POP","TOT","MLN_PER","A","2010",16.61539,
"NLD","POP","TOT","MLN_PER","A","2011",16.69307,
"NLD","POP","TOT","MLN_PER","A","2012",16.75496,
"NLD","POP","TOT","MLN_PER","A","2013",16.80443,"B"
"NZL","POP","TOT","MLN_PER","A","1956",2.183,
"NZL","POP","TOT","MLN_PER","A","1957",2.233,
"NZL","POP","TOT","MLN_PER","A","1958",2.286,
"NZL","POP","TOT","MLN_PER","A","1959",2.335,
"NZL","POP","TOT","MLN_PER","A","1960",2.377,
"NZL","POP","TOT","MLN_PER","A","1961",2.427,
"NZL","POP","TOT","MLN_PER","A","1962",2.485,
"NZL","POP","TOT","MLN_PER","A","1963",2.537,
"NZL","POP","TOT","MLN_PER","A","1964",2.589,
"NZL","POP","TOT","MLN_PER","A","1965",2.635,
"NZL","POP","TOT","MLN_PER","A","1966",2.683,
"NZL","POP","TOT","MLN_PER","A","1967",2.728,
"NZL","POP","TOT","MLN_PER","A","1968",2.754,
"NZL","POP","TOT","MLN_PER","A","1969",2.78,
"NZL","POP","TOT","MLN_PER","A","1970",2.82,
"NZL","POP","TOT","MLN_PER","A","1971",2.864,
"NZL","POP","TOT","MLN_PER","A","1972",2.913,
"NZL","POP","TOT","MLN_PER","A","1973",2.971,
"NZL","POP","TOT","MLN_PER","A","1974",3.032,
"NZL","POP","TOT","MLN_PER","A","1975",3.087,
"NZL","POP","TOT","MLN_PER","A","1976",3.116,
"NZL","POP","TOT","MLN_PER","A","1977",3.128,
"NZL","POP","TOT","MLN_PER","A","1978",3.129,
"NZL","POP","TOT","MLN_PER","A","1979",3.124,
"NZL","POP","TOT","MLN_PER","A","1980",3.144,
"NZL","POP","TOT","MLN_PER","A","1981",3.157,
"NZL","POP","TOT","MLN_PER","A","1982",3.183,
"NZL","POP","TOT","MLN_PER","A","1983",3.226,
"NZL","POP","TOT","MLN_PER","A","1984",3.258,
"NZL","POP","TOT","MLN_PER","A","1985",3.272,
"NZL","POP","TOT","MLN_PER","A","1986",3.277,
"NZL","POP","TOT","MLN_PER","A","1987",3.304,
"NZL","POP","TOT","MLN_PER","A","1988",3.317,
"NZL","POP","TOT","MLN_PER","A","1989",3.33,
"NZL","POP","TOT","MLN_PER","A","1990",3.363,"B"
"NZL","POP","TOT","MLN_PER","A","1991",3.4951,
"NZL","POP","TOT","MLN_PER","A","1992",3.5317,
"NZL","POP","TOT","MLN_PER","A","1993",3.5722,
"NZL","POP","TOT","MLN_PER","A","1994",3.62,
"NZL","POP","TOT","MLN_PER","A","1995",3.6734,
"NZL","POP","TOT","MLN_PER","A","1996",3.732,
"NZL","POP","TOT","MLN_PER","A","1997",3.7813,
"NZL","POP","TOT","MLN_PER","A","1998",3.815,
"NZL","POP","TOT","MLN_PER","A","1999",3.8351,
"NZL","POP","TOT","MLN_PER","A","2000",3.8577,
"NZL","POP","TOT","MLN_PER","A","2001",3.8805,
"NZL","POP","TOT","MLN_PER","A","2002",3.9485,
"NZL","POP","TOT","MLN_PER","A","2003",4.0272,
"NZL","POP","TOT","MLN_PER","A","2004",4.0875,
"NZL","POP","TOT","MLN_PER","A","2005",4.1339,
"NZL","POP","TOT","MLN_PER","A","2006",4.1846,
"NZL","POP","TOT","MLN_PER","A","2007",4.2238,
"NZL","POP","TOT","MLN_PER","A","2008",4.2598,
"NZL","POP","TOT","MLN_PER","A","2009",4.3026,
"NZL","POP","TOT","MLN_PER","A","2010",4.3507,
"NZL","POP","TOT","MLN_PER","A","2011",4.384,
"NZL","POP","TOT","MLN_PER","A","2012",4.4081,
"NZL","POP","TOT","MLN_PER","A","2013",4.4421,
"NZL","POP","TOT","MLN_PER","A","2014",4.5097,
"NOR","POP","TOT","MLN_PER","A","1956",3.462,
"NOR","POP","TOT","MLN_PER","A","1957",3.494,
"NOR","POP","TOT","MLN_PER","A","1958",3.525,
"NOR","POP","TOT","MLN_PER","A","1959",3.556,
"NOR","POP","TOT","MLN_PER","A","1960",3.585,
"NOR","POP","TOT","MLN_PER","A","1961",3.615,
"NOR","POP","TOT","MLN_PER","A","1962",3.639,
"NOR","POP","TOT","MLN_PER","A","1963",3.667,
"NOR","POP","TOT","MLN_PER","A","1964",3.694,
"NOR","POP","TOT","MLN_PER","A","1965",3.723,
"NOR","POP","TOT","MLN_PER","A","1966",3.753,
"NOR","POP","TOT","MLN_PER","A","1967",3.785,
"NOR","POP","TOT","MLN_PER","A","1968",3.819,
"NOR","POP","TOT","MLN_PER","A","1969",3.851,
"NOR","POP","TOT","MLN_PER","A","1970",3.879,
"NOR","POP","TOT","MLN_PER","A","1971",3.903,
"NOR","POP","TOT","MLN_PER","A","1972",3.933,
"NOR","POP","TOT","MLN_PER","A","1973",3.961,
"NOR","POP","TOT","MLN_PER","A","1974",3.985,
"NOR","POP","TOT","MLN_PER","A","1975",4.007,
"NOR","POP","TOT","MLN_PER","A","1976",4.026,
"NOR","POP","TOT","MLN_PER","A","1977",4.043,
"NOR","POP","TOT","MLN_PER","A","1978",4.059,
"NOR","POP","TOT","MLN_PER","A","1979",4.073,
"NOR","POP","TOT","MLN_PER","A","1980",4.086,
"NOR","POP","TOT","MLN_PER","A","1981",4.1,
"NOR","POP","TOT","MLN_PER","A","1982",4.115,
"NOR","POP","TOT","MLN_PER","A","1983",4.128,
"NOR","POP","TOT","MLN_PER","A","1984",4.14,
"NOR","POP","TOT","MLN_PER","A","1985",4.153,
"NOR","POP","TOT","MLN_PER","A","1986",4.169,
"NOR","POP","TOT","MLN_PER","A","1987",4.187,
"NOR","POP","TOT","MLN_PER","A","1988",4.209,
"NOR","POP","TOT","MLN_PER","A","1989",4.227,
"NOR","POP","TOT","MLN_PER","A","1990",4.241,
"NOR","POP","TOT","MLN_PER","A","1991",4.262,
"NOR","POP","TOT","MLN_PER","A","1992",4.287,
"NOR","POP","TOT","MLN_PER","A","1993",4.312,
"NOR","POP","TOT","MLN_PER","A","1994",4.337,
"NOR","POP","TOT","MLN_PER","A","1995",4.358979,
"NOR","POP","TOT","MLN_PER","A","1996",4.381335,
"NOR","POP","TOT","MLN_PER","A","1997",4.405157,
"NOR","POP","TOT","MLN_PER","A","1998",4.431464,
"NOR","POP","TOT","MLN_PER","A","1999",4.462,
"NOR","POP","TOT","MLN_PER","A","2000",4.491,
"NOR","POP","TOT","MLN_PER","A","2001",4.514,
"NOR","POP","TOT","MLN_PER","A","2002",4.538,
"NOR","POP","TOT","MLN_PER","A","2003",4.564,
"NOR","POP","TOT","MLN_PER","A","2004",4.59191,
"NOR","POP","TOT","MLN_PER","A","2005",4.623291,
"NOR","POP","TOT","MLN_PER","A","2006",4.661,
"NOR","POP","TOT","MLN_PER","A","2007",4.709,
"NOR","POP","TOT","MLN_PER","A","2008",4.768,
"NOR","POP","TOT","MLN_PER","A","2009",4.828726,
"NOR","POP","TOT","MLN_PER","A","2010",4.889,
"NOR","POP","TOT","MLN_PER","A","2011",4.953,
"NOR","POP","TOT","MLN_PER","A","2012",5.019,
"NOR","POP","TOT","MLN_PER","A","2013",5.08,
"NOR","POP","TOT","MLN_PER","A","2014",5.137,
"POL","POP","TOT","MLN_PER","A","1955",27.281,
"POL","POP","TOT","MLN_PER","A","1956",27.815,
"POL","POP","TOT","MLN_PER","A","1957",28.31,
"POL","POP","TOT","MLN_PER","A","1958",28.77,
"POL","POP","TOT","MLN_PER","A","1959",29.24,
"POL","POP","TOT","MLN_PER","A","1960",29.561,
"POL","POP","TOT","MLN_PER","A","1961",29.965,
"POL","POP","TOT","MLN_PER","A","1962",30.324,
"POL","POP","TOT","MLN_PER","A","1963",30.691,
"POL","POP","TOT","MLN_PER","A","1964",31.161,
"POL","POP","TOT","MLN_PER","A","1965",31.496,
"POL","POP","TOT","MLN_PER","A","1966",31.698,
"POL","POP","TOT","MLN_PER","A","1967",31.944,
"POL","POP","TOT","MLN_PER","A","1968",32.305,
"POL","POP","TOT","MLN_PER","A","1969",32.555,
"POL","POP","TOT","MLN_PER","A","1970",32.526,
"POL","POP","TOT","MLN_PER","A","1971",32.805,
"POL","POP","TOT","MLN_PER","A","1972",33.068,
"POL","POP","TOT","MLN_PER","A","1973",33.363,
"POL","POP","TOT","MLN_PER","A","1974",33.691,
"POL","POP","TOT","MLN_PER","A","1975",34.022,
"POL","POP","TOT","MLN_PER","A","1976",34.362,
"POL","POP","TOT","MLN_PER","A","1977",34.698,
"POL","POP","TOT","MLN_PER","A","1978",35.01,
"POL","POP","TOT","MLN_PER","A","1979",35.257,
"POL","POP","TOT","MLN_PER","A","1980",35.578,
"POL","POP","TOT","MLN_PER","A","1981",35.902,
"POL","POP","TOT","MLN_PER","A","1982",36.227,
"POL","POP","TOT","MLN_PER","A","1983",36.571,
"POL","POP","TOT","MLN_PER","A","1984",36.914,
"POL","POP","TOT","MLN_PER","A","1985",37.203,
"POL","POP","TOT","MLN_PER","A","1986",37.456,
"POL","POP","TOT","MLN_PER","A","1987",37.664,
"POL","POP","TOT","MLN_PER","A","1988",37.862,
"POL","POP","TOT","MLN_PER","A","1989",37.937,
"POL","POP","TOT","MLN_PER","A","1990",38.031,
"POL","POP","TOT","MLN_PER","A","1991",38.109,
"POL","POP","TOT","MLN_PER","A","1992",38.173,
"POL","POP","TOT","MLN_PER","A","1993",38.221,
"POL","POP","TOT","MLN_PER","A","1994",38.252,
"POL","POP","TOT","MLN_PER","A","1995",38.275,
"POL","POP","TOT","MLN_PER","A","1996",38.289,
"POL","POP","TOT","MLN_PER","A","1997",38.292,
"POL","POP","TOT","MLN_PER","A","1998",38.283,
"POL","POP","TOT","MLN_PER","A","1999",38.27,"B"
"POL","POP","TOT","MLN_PER","A","2000",38.256,
"POL","POP","TOT","MLN_PER","A","2001",38.251,
"POL","POP","TOT","MLN_PER","A","2002",38.232,
"POL","POP","TOT","MLN_PER","A","2003",38.195,
"POL","POP","TOT","MLN_PER","A","2004",38.18,
"POL","POP","TOT","MLN_PER","A","2005",38.161,
"POL","POP","TOT","MLN_PER","A","2006",38.132,
"POL","POP","TOT","MLN_PER","A","2007",38.116,
"POL","POP","TOT","MLN_PER","A","2008",38.116,
"POL","POP","TOT","MLN_PER","A","2009",38.153,
"POL","POP","TOT","MLN_PER","A","2010",38.517,
"POL","POP","TOT","MLN_PER","A","2011",38.526,
"POL","POP","TOT","MLN_PER","A","2012",38.534,
"POL","POP","TOT","MLN_PER","A","2013",38.502,
"POL","POP","TOT","MLN_PER","A","2014",38.484,
"PRT","POP","TOT","MLN_PER","A","1950",8.439171,
"PRT","POP","TOT","MLN_PER","A","1951",8.493316,
"PRT","POP","TOT","MLN_PER","A","1952",8.556085,
"PRT","POP","TOT","MLN_PER","A","1953",8.581255,
"PRT","POP","TOT","MLN_PER","A","1954",8.6057,
"PRT","POP","TOT","MLN_PER","A","1955",8.640325,
"PRT","POP","TOT","MLN_PER","A","1956",8.68302,
"PRT","POP","TOT","MLN_PER","A","1957",8.712675,
"PRT","POP","TOT","MLN_PER","A","1958",8.749935,
"PRT","POP","TOT","MLN_PER","A","1959",8.800845,
"PRT","POP","TOT","MLN_PER","A","1960",8.857716,
"PRT","POP","TOT","MLN_PER","A","1961",8.929316,
"PRT","POP","TOT","MLN_PER","A","1962",8.993985,
"PRT","POP","TOT","MLN_PER","A","1963",9.030355,
"PRT","POP","TOT","MLN_PER","A","1964",9.035365,
"PRT","POP","TOT","MLN_PER","A","1965",8.998595,
"PRT","POP","TOT","MLN_PER","A","1966",8.93099,
"PRT","POP","TOT","MLN_PER","A","1967",8.87452,
"PRT","POP","TOT","MLN_PER","A","1968",8.83665,
"PRT","POP","TOT","MLN_PER","A","1969",8.757705,
"PRT","POP","TOT","MLN_PER","A","1970",8.680431,
"PRT","POP","TOT","MLN_PER","A","1971",8.643756,
"PRT","POP","TOT","MLN_PER","A","1972",8.63043,
"PRT","POP","TOT","MLN_PER","A","1973",8.6331,
"PRT","POP","TOT","MLN_PER","A","1974",8.754365,
"PRT","POP","TOT","MLN_PER","A","1975",9.09347,
"PRT","POP","TOT","MLN_PER","A","1976",9.35581,
"PRT","POP","TOT","MLN_PER","A","1977",9.455675,
"PRT","POP","TOT","MLN_PER","A","1978",9.55825,
"PRT","POP","TOT","MLN_PER","A","1979",9.661265,
"PRT","POP","TOT","MLN_PER","A","1980",9.766312,
"PRT","POP","TOT","MLN_PER","A","1981",9.851362,
"PRT","POP","TOT","MLN_PER","A","1982",9.91177,
"PRT","POP","TOT","MLN_PER","A","1983",9.957865,
"PRT","POP","TOT","MLN_PER","A","1984",9.996232,
"PRT","POP","TOT","MLN_PER","A","1985",10.02361,
"PRT","POP","TOT","MLN_PER","A","1986",10.03273,
"PRT","POP","TOT","MLN_PER","A","1987",10.03003,
"PRT","POP","TOT","MLN_PER","A","1988",10.01961,
"PRT","POP","TOT","MLN_PER","A","1989",10.005,
"PRT","POP","TOT","MLN_PER","A","1990",9.983218,
"PRT","POP","TOT","MLN_PER","A","1991",9.960235,
"PRT","POP","TOT","MLN_PER","A","1992",9.952493,
"PRT","POP","TOT","MLN_PER","A","1993",9.964674,
"PRT","POP","TOT","MLN_PER","A","1994",9.991525,
"PRT","POP","TOT","MLN_PER","A","1995",10.02618,
"PRT","POP","TOT","MLN_PER","A","1996",10.06394,
"PRT","POP","TOT","MLN_PER","A","1997",10.10898,
"PRT","POP","TOT","MLN_PER","A","1998",10.1602,
"PRT","POP","TOT","MLN_PER","A","1999",10.21783,
"PRT","POP","TOT","MLN_PER","A","2000",10.2899,
"PRT","POP","TOT","MLN_PER","A","2001",10.36272,
"PRT","POP","TOT","MLN_PER","A","2002",10.41963,
"PRT","POP","TOT","MLN_PER","A","2003",10.45882,
"PRT","POP","TOT","MLN_PER","A","2004",10.48386,
"PRT","POP","TOT","MLN_PER","A","2005",10.50333,
"PRT","POP","TOT","MLN_PER","A","2006",10.52229,
"PRT","POP","TOT","MLN_PER","A","2007",10.54296,
"PRT","POP","TOT","MLN_PER","A","2008",10.55818,
"PRT","POP","TOT","MLN_PER","A","2009",10.56825,
"PRT","POP","TOT","MLN_PER","A","2010",10.5731,
"PRT","POP","TOT","MLN_PER","A","2011",10.55756,
"PRT","POP","TOT","MLN_PER","A","2012",10.51484,
"PRT","POP","TOT","MLN_PER","A","2013",10.45729,"B"
"SVK","POP","TOT","MLN_PER","A","1950",3.463446,
"SVK","POP","TOT","MLN_PER","A","1951",3.508698,
"SVK","POP","TOT","MLN_PER","A","1952",3.558137,
"SVK","POP","TOT","MLN_PER","A","1953",3.598761,
"SVK","POP","TOT","MLN_PER","A","1954",3.661437,
"SVK","POP","TOT","MLN_PER","A","1955",3.726601,
"SVK","POP","TOT","MLN_PER","A","1956",3.787111,
"SVK","POP","TOT","MLN_PER","A","1957",3.844277,
"SVK","POP","TOT","MLN_PER","A","1958",3.899751,
"SVK","POP","TOT","MLN_PER","A","1959",3.946039,
"SVK","POP","TOT","MLN_PER","A","1960",4.068094,
"SVK","POP","TOT","MLN_PER","A","1961",4.191667,
"SVK","POP","TOT","MLN_PER","A","1962",4.238188,
"SVK","POP","TOT","MLN_PER","A","1963",4.282016,
"SVK","POP","TOT","MLN_PER","A","1964",4.327341,
"SVK","POP","TOT","MLN_PER","A","1965",4.370983,
"SVK","POP","TOT","MLN_PER","A","1966",4.411666,
"SVK","POP","TOT","MLN_PER","A","1967",4.449367,
"SVK","POP","TOT","MLN_PER","A","1968",4.483914,
"SVK","POP","TOT","MLN_PER","A","1969",4.518607,
"SVK","POP","TOT","MLN_PER","A","1970",4.538222,
"SVK","POP","TOT","MLN_PER","A","1971",4.557448,
"SVK","POP","TOT","MLN_PER","A","1972",4.596621,
